Active School Zone,AGE,At Intersection,Charge,Crash ID,Crash Severity,Date/Time,Ethnicity,Gender,Helmet Damage,Person Age,SPEED LIMIT,Speed Limit,Surface Condition,Weather Condition,Weekday,Deaths,Injuries,Latitude,Longitude,Not Injured
NO,40,TRUE,NO CHARGES,13393212,SUSPECTED MINOR INJURY,23/05/2013 17:53,WHITE,MALE,UNKNOWN,44,35,35,DRY,CLEAR,THURSDAY,0,1,30.25344478,-97.71412247,1
NO,25,FALSE,NO CHARGES,13301357,SUSPECTED MINOR INJURY,27/05/2013 13:58,WHITE,FEMALE,UNKNOWN,28,0,0,DRY,CLEAR,MONDAY,0,1,30.30902914,-97.70965322,0
NO,55,TRUE,NO CHARGES,13393141,NOT INJURED,28/05/2013 13:22,HISPANIC,MALE,UNKNOWN,56,45,45,DRY,CLEAR,TUESDAY,0,0,30.36316179,-97.6969604,2
NO,30,FALSE,NO CHARGES,13297418,SUSPECTED MINOR INJURY,29/05/2013 17:40,WHITE,MALE,UNKNOWN,30,30,30,DRY,CLEAR,WEDNESDAY,0,1,30.31740718,-97.72862086,1
NO,20,FALSE,NO CHARGES,13309055,SUSPECTED MINOR INJURY,29/05/2013 22:33,WHITE,MALE,UNKNOWN,22,35,35,DRY,CLEAR,WEDNESDAY,0,1,30.26190966,-97.76149599,2
NO,25,TRUE,NO CHARGES,13309249,POSSIBLE INJURY,01/06/2013 19:22,BLACK,MALE,UNKNOWN,27,25,25,DRY,CLEAR,SATURDAY,0,1,30.30184477,-97.73274246,1
NO,35,FALSE,NO CHARGES,13312175,SUSPECTED MINOR INJURY,01/06/2013 23:17,WHITE,MALE,UNKNOWN,35,0,0,DRY,CLEAR,SATURDAY,0,1,30.39901991,-97.70389546,0
NO,25,FALSE,NO CHARGES,13389337,SUSPECTED MINOR INJURY,01/06/2013 14:13,WHITE,MALE,UNKNOWN,25,0,0,DRY,CLEAR,SATURDAY,0,1,30.25877577,-97.71425797,3
NO,25,TRUE,NO CHARGES,13312234,POSSIBLE INJURY,02/06/2013 12:15,HISPANIC,MALE,UNKNOWN,25,35,35,DRY,CLEAR,SUNDAY,0,1,30.28857922,-97.75275808,0
NO,35,TRUE,NO CHARGES,13475010,SUSPECTED MINOR INJURY,02/06/2013 22:00,BLACK,MALE,UNKNOWN,36,0,0,DRY,CLEAR,SUNDAY,0,1,30.3630463,-97.69702522,1
NO,25,TRUE,NO CHARGES,13343635,POSSIBLE INJURY,03/06/2013 22:10,WHITE,FEMALE,UNKNOWN,26,35,35,DRY,CLEAR,MONDAY,0,1,30.26574518,-97.73465307,0
NO,20,FALSE,NO CHARGES,13389362,NOT INJURED,05/06/2013 14:34,WHITE,MALE,UNKNOWN,22,0,0,DRY,CLEAR,WEDNESDAY,0,0,,,2
NO,20,TRUE,NO CHARGES,13321573,SUSPECTED MINOR INJURY,09/06/2013 16:37,WHITE,MALE,UNKNOWN,23,25,25,DRY,CLEAR,SUNDAY,0,1,30.45009475,-97.81794244,0
NO,15,TRUE,NO CHARGES,13384375,SUSPECTED MINOR INJURY,09/06/2013 21:20,BLACK,MALE,UNKNOWN,19,0,0,DRY,CLEAR,SUNDAY,0,1,30.26339562,-97.74449683,1
NO,30,FALSE,NO CHARGES,13385828,SUSPECTED MINOR INJURY,09/06/2013 02:12,WHITE,MALE,UNKNOWN,34,30,30,DRY,CLEAR,SUNDAY,0,1,30.26711478,-97.74316247,1
NO,55,TRUE,"RAN STOP SIGN, PUBLIC INTOXICATION",13321451,SUSPECTED MINOR INJURY,11/06/2013 17:01,HISPANIC,MALE,UNKNOWN,56,30,30,DRY,CLEAR,TUESDAY,0,1,30.25558478,-97.71157247,1
NO,35,FALSE,NO CHARGES,13384376,SUSPECTED SERIOUS INJURY,11/06/2013 11:13,WHITE,MALE,UNKNOWN,35,0,0,DRY,CLOUDY,TUESDAY,0,1,30.37097827,-97.7575057,1
NO,15,TRUE,NO CHARGES,13389313,SUSPECTED MINOR INJURY,11/06/2013 18:14,HISPANIC,MALE,UNKNOWN,15,0,0,DRY,CLEAR,TUESDAY,0,1,30.37704522,-97.67607943,1
NO,55,TRUE,NO CHARGES,13384360,SUSPECTED MINOR INJURY,13/06/2013 18:02,WHITE,MALE,NOT DAMAGED,58,55,55,DRY,CLEAR,THURSDAY,0,1,30.3884096,-97.7516787,2
NO,25,TRUE,NO CHARGES,13334090,SUSPECTED MINOR INJURY,14/06/2013 19:05,WHITE,MALE,UNKNOWN,28,30,30,DRY,CLOUDY,FRIDAY,0,1,30.42787039,-97.70170558,1
NO,40,TRUE,NO CHARGES,13333339,SUSPECTED SERIOUS INJURY,15/06/2013 13:51,WHITE,MALE,UNKNOWN,41,0,0,DRY,CLOUDY,SATURDAY,0,1,30.29871477,-97.72979246,2
NO,20,FALSE,NO CHARGES,13334140,POSSIBLE INJURY,16/06/2013 12:05,WHITE,MALE,UNKNOWN,23,35,35,DRY,CLEAR,SUNDAY,0,1,30.26020027,-97.74569558,1
NO,30,FALSE,NO CHARGES,13334257,SUSPECTED SERIOUS INJURY,18/06/2013 16:04,WHITE,MALE,DAMAGED,33,55,55,DRY,CLEAR,TUESDAY,0,1,30.1702184,-97.82508286,1
NO,55,FALSE,NO CHARGES,13372841,FATAL INJURY,18/06/2013 10:45,WHITE,MALE,UNKNOWN,59,40,40,DRY,CLEAR,TUESDAY,1,0,30.23393423,-97.86471801,1
NO,45,FALSE,NO CHARGES,13351216,SUSPECTED SERIOUS INJURY,21/06/2013 14:27,HISPANIC,MALE,UNKNOWN,46,0,0,DRY,CLEAR,FRIDAY,0,1,30.24344478,-97.72938246,1
NO,40,FALSE,NO CHARGES,13384534,POSSIBLE INJURY,21/06/2013 20:14,WHITE,MALE,UNKNOWN,41,0,0,DRY,CLEAR,FRIDAY,0,1,,,1
NO,25,FALSE,NO CHARGES,13417370,SUSPECTED MINOR INJURY,21/06/2013 21:01,WHITE,FEMALE,UNKNOWN,29,0,0,DRY,CLEAR,FRIDAY,0,1,,,2
NO,25,TRUE,NO CHARGES,13343690,SUSPECTED MINOR INJURY,22/06/2013 11:30,WHITE,FEMALE,NOT DAMAGED,25,35,35,DRY,CLEAR,SATURDAY,0,1,30.37148476,-97.75726245,0
NO,55,TRUE,NO CHARGES,13351103,SUSPECTED MINOR INJURY,22/06/2013 15:20,WHITE,MALE,UNKNOWN,55,30,30,UNKNOWN,UNKNOWN,SATURDAY,0,1,30.43209475,-97.73872246,0
NO,10,FALSE,NO CHARGES,13343639,SUSPECTED MINOR INJURY,24/06/2013 11:07,HISPANIC,MALE,UNKNOWN,13,35,35,DRY,CLEAR,MONDAY,0,2,30.19400364,-97.74475827,1
NO,5,FALSE,NO CHARGES,13343639,SUSPECTED MINOR INJURY,24/06/2013 11:07,HISPANIC,MALE,UNKNOWN,6,35,35,DRY,CLEAR,MONDAY,0,2,30.19400364,-97.74475827,1
NO,25,TRUE,NO CHARGES,13354343,SUSPECTED MINOR INJURY,26/06/2013 06:52,WHITE,FEMALE,UNKNOWN,25,35,35,DRY,CLEAR,WEDNESDAY,0,1,30.27696478,-97.73949246,1
NO,25,TRUE,NO CHARGES,13351111,SUSPECTED MINOR INJURY,27/06/2013 17:20,WHITE,FEMALE,NOT DAMAGED,28,5,5,DRY,CLEAR,THURSDAY,0,1,,,1
NO,40,TRUE,NO CHARGES,13389464,SUSPECTED MINOR INJURY,30/06/2013 15:12,WHITE,FEMALE,DAMAGED,41,35,35,DRY,CLEAR,SUNDAY,0,1,30.29012477,-97.71460247,1
NO,35,TRUE,NO CHARGES,13416916,SUSPECTED MINOR INJURY,30/06/2013 22:58,HISPANIC,MALE,UNKNOWN,36,30,30,DRY,CLEAR,SUNDAY,0,1,30.26339562,-97.74449683,0
NO,35,TRUE,NO CHARGES,13351196,SUSPECTED MINOR INJURY,01/07/2013 12:56,WHITE,MALE,UNKNOWN,35,35,35,DRY,CLEAR,MONDAY,0,1,30.27807478,-97.77256246,1
NO,65,TRUE,NO CHARGES,13389466,SUSPECTED SERIOUS INJURY,01/07/2013 10:54,WHITE,MALE,NOT DAMAGED,67,0,0,DRY,CLEAR,MONDAY,0,1,30.29382477,-97.73290246,1
NO,15,TRUE,NO CHARGES,13384308,SUSPECTED MINOR INJURY,02/07/2013 09:01,HISPANIC,FEMALE,UNKNOWN,18,35,35,DRY,CLEAR,TUESDAY,0,1,30.275817,-97.7473108,1
NO,20,FALSE,NO CHARGES,13385815,SUSPECTED MINOR INJURY,03/07/2013 01:40,WHITE,MALE,UNKNOWN,21,35,35,DRY,CLEAR,WEDNESDAY,0,1,,,0
NO,30,FALSE,NO CHARGES,13358174,NOT INJURED,04/07/2013 21:59,WHITE,FEMALE,NOT DAMAGED,30,0,0,DRY,CLEAR,THURSDAY,0,0,30.24391479,-97.76432247,1
NO,25,FALSE,NO CHARGES,13366465,SUSPECTED MINOR INJURY,04/07/2013 22:17,WHITE,MALE,UNKNOWN,26,35,35,DRY,CLEAR,THURSDAY,0,1,30.26258861,-97.74478093,3
NO,65,FALSE,NO CHARGES,13366465,SUSPECTED MINOR INJURY,04/07/2013 22:17,WHITE,FEMALE,UNKNOWN,66,35,35,DRY,CLEAR,THURSDAY,0,1,30.26258861,-97.74478093,3
NO,50,FALSE,NO CHARGES,13366465,SUSPECTED MINOR INJURY,04/07/2013 22:17,WHITE,FEMALE,UNKNOWN,53,35,35,DRY,CLEAR,THURSDAY,0,1,30.26258861,-97.74478093,3
NO,60,TRUE,NO CHARGES,13384573,SUSPECTED MINOR INJURY,04/07/2013 09:28,WHITE,MALE,NOT DAMAGED,60,25,25,DRY,CLEAR,THURSDAY,0,1,30.21795479,-97.79200245,1
NO,20,FALSE,NO CHARGES,13385821,SUSPECTED MINOR INJURY,05/07/2013 11:55,WHITE,MALE,NOT DAMAGED,21,30,30,DRY,CLEAR,FRIDAY,0,1,30.30737477,-97.74758246,1
NO,35,FALSE,NO CHARGES,13416917,SUSPECTED MINOR INJURY,05/07/2013 11:20,BLACK,MALE,UNKNOWN,37,35,35,DRY,CLEAR,FRIDAY,0,1,30.26083478,-97.71339247,0
NO,45,TRUE,NO CHARGES,13358144,SUSPECTED MINOR INJURY,06/07/2013 12:49,WHITE,MALE,DAMAGED,46,35,35,DRY,CLEAR,SATURDAY,0,1,30.30125477,-97.76532246,1
NO,45,TRUE,NO CHARGES,13358150,SUSPECTED MINOR INJURY,07/07/2013 17:30,HISPANIC,MALE,NOT DAMAGED,45,30,30,DRY,CLEAR,SUNDAY,0,1,30.26522478,-97.74003246,1
NO,55,TRUE,NO CHARGES,13384335,SUSPECTED MINOR INJURY,07/07/2013 08:04,WHITE,MALE,DAMAGED,56,30,30,DRY,CLEAR,SUNDAY,0,1,30.41165475,-97.76756245,1
NO,25,TRUE,NO CHARGES,13366569,SUSPECTED MINOR INJURY,12/07/2013 10:12,HISPANIC,MALE,NOT DAMAGED,27,35,36,DRY,CLEAR,FRIDAY,0,1,30.31203477,-97.74720246,1
NO,15,TRUE,NO CHARGES,13366571,SUSPECTED MINOR INJURY,12/07/2013 12:06,ASIAN,MALE,DAMAGED,19,30,30,DRY,CLEAR,FRIDAY,0,1,30.28793478,-97.74463246,5
NO,20,TRUE,NO CHARGES,13416973,POSSIBLE INJURY,12/07/2013 13:11,BLACK,MALE,UNKNOWN,23,30,30,DRY,CLEAR,FRIDAY,0,1,30.27367478,-97.74456246,1
NO,45,FALSE,NO CHARGES,13389451,SUSPECTED MINOR INJURY,14/07/2013 04:18,BLACK,MALE,UNKNOWN,49,40,40,DRY,CLEAR,SUNDAY,0,1,30.30837379,-97.71563637,2
NO,20,TRUE,NO CHARGES,13389392,SUSPECTED MINOR INJURY,15/07/2013 11:10,WHITE,MALE,UNKNOWN,20,30,30,WET,RAIN,MONDAY,0,1,30.24433908,-97.78131563,1
NO,40,TRUE,NO CHARGES,13416951,NOT INJURED,16/07/2013 21:00,BLACK,MALE,UNKNOWN,40,0,0,WET,RAIN,TUESDAY,0,0,30.37212094,-97.70320269,2
NO,15,FALSE,NO CHARGES,13417060,SUSPECTED MINOR INJURY,16/07/2013 12:27,WHITE,MALE,UNKNOWN,18,30,30,DRY,CLEAR,TUESDAY,0,2,30.21921794,-97.74380878,0
NO,35,TRUE,NO CHARGES,13417029,SUSPECTED MINOR INJURY,18/07/2013 18:06,WHITE,FEMALE,NOT DAMAGED,35,35,35,DRY,CLEAR,THURSDAY,0,1,30.26606478,-97.76887246,3
NO,25,FALSE,NO CHARGES,13384869,SUSPECTED MINOR INJURY,19/07/2013 01:03,BLACK,MALE,DAMAGED,28,40,40,DRY,CLEAR,FRIDAY,0,1,30.30132477,-97.73523246,1
NO,55,FALSE,NO CHARGES,13521486,SUSPECTED MINOR INJURY,19/07/2013 15:44,WHITE,MALE,UNKNOWN,55,45,45,DRY,CLEAR,FRIDAY,0,2,30.35768148,-97.70006534,1
NO,15,TRUE,NO CHARGES,13385021,SUSPECTED MINOR INJURY,21/07/2013 14:57,HISPANIC,FEMALE,UNKNOWN,17,0,0,DRY,CLEAR,SUNDAY,0,1,30.22111095,-97.87322295,1
NO,15,TRUE,NO CHARGES,13385800,POSSIBLE INJURY,21/07/2013 19:30,BLACK,MALE,UNKNOWN,19,35,35,DRY,CLEAR,SUNDAY,0,1,30.1792748,-97.84116244,0
NO,25,FALSE,NO CHARGES,13384639,SUSPECTED MINOR INJURY,22/07/2013 09:49,WHITE,FEMALE,UNKNOWN,28,30,30,DRY,CLEAR,MONDAY,0,1,30.28843784,-97.75160047,1
NO,10,FALSE,NO CHARGES,13392154,POSSIBLE INJURY,24/07/2013 13:22,ASIAN,MALE,UNKNOWN,12,45,45,DRY,CLOUDY,WEDNESDAY,0,1,30.40005475,-97.65262248,3
NO,35,FALSE,NO CHARGES,13416983,POSSIBLE INJURY,24/07/2013 23:02,HISPANIC,MALE,UNKNOWN,38,45,45,DRY,CLEAR,WEDNESDAY,0,1,,,1
NO,55,FALSE,NO CHARGES,13425902,POSSIBLE INJURY,24/07/2013 11:03,WHITE,FEMALE,UNKNOWN,55,0,0,DRY,CLEAR,WEDNESDAY,0,1,,,1
NO,55,FALSE,NO CHARGES,13425920,POSSIBLE INJURY,24/07/2013 11:03,WHITE,FEMALE,UNKNOWN,55,0,0,DRY,CLEAR,WEDNESDAY,0,1,,,1
NO,40,TRUE,NO CHARGES,13448938,SUSPECTED SERIOUS INJURY,25/07/2013 18:40,WHITE,FEMALE,UNKNOWN,44,30,30,DRY,CLEAR,THURSDAY,0,1,30.41002475,-97.77689245,2
NO,55,FALSE,NO CHARGES,13391977,SUSPECTED MINOR INJURY,26/07/2013 09:49,WHITE,MALE,UNKNOWN,57,35,35,DRY,CLEAR,FRIDAY,0,1,30.17090345,-97.75318309,2
NO,20,FALSE,NO CHARGES,13392209,POSSIBLE INJURY,26/07/2013 11:53,HISPANIC,MALE,UNKNOWN,20,35,35,DRY,CLEAR,FRIDAY,0,1,30.28061478,-97.74198246,1
NO,20,TRUE,NO CHARGES,13448924,SUSPECTED MINOR INJURY,02/08/2013 10:50,WHITE,MALE,UNKNOWN,22,35,35,DRY,CLEAR,FRIDAY,0,1,,,1
NO,10,TRUE,NO CHARGES,13408723,SUSPECTED MINOR INJURY,08/08/2013 18:21,HISPANIC,MALE,UNKNOWN,10,30,30,DRY,CLEAR,THURSDAY,0,1,30.26121478,-97.70666247,1
NO,30,TRUE,RAN STOP SIGN,13408671,SUSPECTED MINOR INJURY,10/08/2013 10:08,HISPANIC,MALE,UNKNOWN,32,30,30,DRY,CLEAR,SATURDAY,0,1,30.27330861,-97.68869065,2
NO,20,FALSE,NO CHARGES,13408672,SUSPECTED MINOR INJURY,10/08/2013 02:27,WHITE,MALE,UNKNOWN,23,45,45,DRY,CLEAR,SATURDAY,0,1,30.24125813,-97.71799488,4
NO,40,TRUE,FAIL TO YIELD ROW,13406911,POSSIBLE INJURY,11/08/2013 13:46,HISPANIC,MALE,NOT DAMAGED,42,50,50,DRY,CLEAR,SUNDAY,0,1,30.23556865,-97.82462398,3
NO,5,FALSE,NO CHARGES,13438093,SUSPECTED MINOR INJURY,11/08/2013 19:25,HISPANIC,MALE,UNKNOWN,6,0,0,DRY,CLEAR,SUNDAY,0,1,,,0
NO,70,FALSE,NO CHARGES,13408549,POSSIBLE INJURY,13/08/2013 08:45,WHITE,FEMALE,NOT DAMAGED,71,0,0,DRY,CLEAR,TUESDAY,0,1,,,1
NO,20,TRUE,NO CHARGES,13408576,SUSPECTED MINOR INJURY,14/08/2013 21:40,BLACK,FEMALE,UNKNOWN,22,0,0,DRY,CLEAR,WEDNESDAY,0,1,30.28223707,-97.74377088,1
NO,25,TRUE,NO CHARGES,13419730,SUSPECTED MINOR INJURY,15/08/2013 21:14,WHITE,MALE,NOT DAMAGED,27,35,35,WET,RAIN,THURSDAY,0,2,30.24932478,-97.75517246,1
NO,20,TRUE,NO CHARGES,13419730,SUSPECTED MINOR INJURY,15/08/2013 21:14,WHITE,FEMALE,UNKNOWN,24,35,35,WET,RAIN,THURSDAY,0,2,30.24932478,-97.75517246,1
NO,50,TRUE,NO CHARGES,13424573,SUSPECTED MINOR INJURY,15/08/2013 20:45,WHITE,FEMALE,UNKNOWN,52,0,0,WET,RAIN,THURSDAY,0,1,30.30698477,-97.72459247,1
NO,35,FALSE,NO CHARGES,13463730,SUSPECTED MINOR INJURY,16/08/2013 19:36,HISPANIC,MALE,NOT DAMAGED,35,30,30,"SAND, MUD, DIRT",CLEAR,FRIDAY,0,1,30.2696279,-97.74841787,1
NO,40,FALSE,NO CHARGES,13424480,SUSPECTED MINOR INJURY,18/08/2013 22:37,WHITE,MALE,UNKNOWN,42,0,0,DRY,CLEAR,SUNDAY,0,1,30.36639076,-97.7281336,1
NO,30,FALSE,NO CHARGES,13418774,SUSPECTED MINOR INJURY,22/08/2013 06:15,WHITE,MALE,UNKNOWN,33,40,40,DRY,CLEAR,THURSDAY,0,1,,,1
NO,55,FALSE,NO CHARGES,13446436,SUSPECTED MINOR INJURY,23/08/2013 21:11,WHITE,MALE,UNKNOWN,59,40,40,DRY,CLEAR,FRIDAY,0,1,,,1
NO,55,TRUE,FAIL TO RIDE TO RIGHT SIDE OF ROADWAY,13478885,SUSPECTED MINOR INJURY,25/08/2013 17:51,WHITE,MALE,NOT DAMAGED,57,35,35,DRY,CLEAR,SUNDAY,0,1,30.28431478,-97.77603245,1
NO,25,FALSE,NO CHARGES,13566002,SUSPECTED MINOR INJURY,25/08/2013 02:43,BLACK,MALE,UNKNOWN,26,30,30,DRY,CLEAR,SUNDAY,0,2,30.26528995,-97.73759443,2
NO,30,FALSE,NO CHARGES,13439342,POSSIBLE INJURY,02/09/2013 18:34,WHITE,MALE,UNKNOWN,32,35,35,DRY,CLEAR,MONDAY,0,1,30.23922409,-97.75315311,1
NO,40,FALSE,NO CHARGES,13439364,SUSPECTED MINOR INJURY,03/09/2013 19:33,WHITE,MALE,UNKNOWN,44,45,45,DRY,CLEAR,TUESDAY,0,1,30.18299733,-97.85017336,1
NO,25,TRUE,FTYROW LEFT TURN,13499462,SUSPECTED MINOR INJURY,09/09/2013 13:08,WHITE,MALE,UNKNOWN,28,30,30,DRY,CLOUDY,MONDAY,0,1,30.29191477,-97.74031246,1
NO,45,TRUE,NO CHARGES,13447808,SUSPECTED MINOR INJURY,13/09/2013 12:37,WHITE,MALE,UNKNOWN,47,30,30,DRY,CLEAR,FRIDAY,0,1,30.26407478,-97.76414246,1
NO,45,FALSE,NO CHARGES,13513221,SUSPECTED MINOR INJURY,13/09/2013 08:41,WHITE,FEMALE,NOT DAMAGED,48,35,35,DRY,CLEAR,FRIDAY,0,1,30.32856403,-97.75107053,3
NO,45,FALSE,NO CHARGES,13513224,NOT INJURED,13/09/2013 09:48,HISPANIC,MALE,NOT DAMAGED,45,45,45,DRY,CLEAR,FRIDAY,0,0,30.39107753,-97.70916606,2
NO,30,FALSE,NO CHARGES,13523482,SUSPECTED SERIOUS INJURY,16/09/2013 10:15,WHITE,MALE,UNKNOWN,32,50,50,DRY,CLEAR,MONDAY,0,1,30.37092813,-97.72143358,1
NO,55,TRUE,NO CHARGES,13453996,SUSPECTED MINOR INJURY,17/09/2013 08:27,WHITE,MALE,UNKNOWN,56,35,35,DRY,CLOUDY,TUESDAY,0,1,30.24690167,-97.77729299,1
NO,30,FALSE,NO CHARGES,13520447,SUSPECTED MINOR INJURY,17/09/2013 09:00,WHITE,MALE,UNKNOWN,32,40,40,DRY,CLEAR,TUESDAY,0,1,30.30793939,-97.70739171,1
NO,45,TRUE,NO CHARGES,13520589,SUSPECTED MINOR INJURY,18/09/2013 06:50,HISPANIC,MALE,UNKNOWN,46,30,30,DRY,CLEAR,WEDNESDAY,0,1,30.25473478,-97.70569247,1
NO,35,TRUE,NO CHARGES,13614749,POSSIBLE INJURY,24/09/2013 19:46,WHITE,MALE,UNKNOWN,35,35,35,DRY,CLEAR,TUESDAY,0,1,30.35799366,-97.76286904,1
NO,20,FALSE,NO CHARGES,13620208,SUSPECTED MINOR INJURY,25/09/2013 07:57,WHITE,MALE,UNKNOWN,22,30,30,DRY,CLEAR,WEDNESDAY,0,1,30.28770778,-97.7418888,1
NO,50,FALSE,LEAVING SCENE OF COLLISION,13614500,NOT INJURED,26/09/2013 17:18,WHITE,MALE,UNKNOWN,51,45,45,DRY,CLEAR,THURSDAY,0,0,30.35908559,-97.69926828,2
NO,20,TRUE,NO CHARGES,13635438,POSSIBLE INJURY,29/09/2013 21:28,WHITE,FEMALE,UNKNOWN,22,35,35,DRY,CLEAR,SUNDAY,0,2,30.25260636,-97.7536775,0
NO,60,FALSE,NO CHARGES,13541349,SUSPECTED MINOR INJURY,01/10/2013 09:57,WHITE,MALE,UNKNOWN,62,30,30,DRY,CLEAR,TUESDAY,0,1,30.33974319,-97.74948668,1
NO,35,TRUE,NO CHARGES,13483669,POSSIBLE INJURY,07/10/2013 09:38,WHITE,MALE,UNKNOWN,38,30,30,DRY,CLEAR,MONDAY,0,1,30.22977479,-97.79628245,1
NO,25,TRUE,NO CHARGES,13554912,POSSIBLE INJURY,07/10/2013 02:21,WHITE,MALE,UNKNOWN,28,30,30,DRY,CLEAR,MONDAY,0,1,30.26674478,-97.74182246,1
NO,20,TRUE,NO CHARGES,13557591,SUSPECTED MINOR INJURY,08/10/2013 17:15,WHITE,MALE,UNKNOWN,23,30,30,DRY,CLEAR,TUESDAY,0,1,30.28568477,-97.71020247,1
NO,35,TRUE,NO CHARGES,13577405,SUSPECTED MINOR INJURY,08/10/2013 14:32,WHITE,MALE,NOT DAMAGED,37,30,30,DRY,CLEAR,TUESDAY,0,1,30.29972477,-97.77389245,1
NO,35,FALSE,NO CHARGES,13486787,SUSPECTED MINOR INJURY,09/10/2013 12:49,WHITE,FEMALE,UNKNOWN,35,35,35,DRY,CLEAR,WEDNESDAY,0,1,,,1
NO,25,TRUE,NO CHARGES,13488515,SUSPECTED MINOR INJURY,09/10/2013 08:43,WHITE,MALE,UNKNOWN,29,35,35,DRY,CLEAR,WEDNESDAY,0,1,30.23718479,-97.75491246,1
NO,25,TRUE,NO CHARGES,13558615,SUSPECTED MINOR INJURY,09/10/2013 08:35,WHITE,FEMALE,NOT DAMAGED,26,35,35,DRY,CLEAR,WEDNESDAY,0,1,30.28837477,-97.72909247,1
NO,20,FALSE,NO CHARGES,13559529,SUSPECTED MINOR INJURY,09/10/2013 18:03,HISPANIC,MALE,UNKNOWN,21,35,35,DRY,CLEAR,WEDNESDAY,0,1,30.29661443,-97.74203504,2
NO,10,FALSE,NO CHARGES,13517085,SUSPECTED MINOR INJURY,10/10/2013 18:23,WHITE,MALE,UNKNOWN,10,35,35,DRY,CLEAR,THURSDAY,0,1,30.21537154,-97.79772757,1
NO,20,TRUE,NO CHARGES,13565933,POSSIBLE INJURY,12/10/2013 00:26,WHITE,MALE,UNKNOWN,21,35,35,DRY,CLEAR,SATURDAY,0,1,30.23414046,-97.72285964,1
NO,45,FALSE,NO CHARGES,13606480,SUSPECTED MINOR INJURY,12/10/2013 18:46,WHITE,MALE,UNKNOWN,45,35,35,DRY,CLEAR,SATURDAY,0,1,30.2597521,-97.74586953,2
NO,20,TRUE,NO CHARGES,13596011,POSSIBLE INJURY,14/10/2013 21:11,WHITE,MALE,NOT DAMAGED,23,35,35,DRY,CLEAR,MONDAY,0,1,30.31210477,-97.75259246,1
NO,55,TRUE,NO CHARGES,13495141,POSSIBLE INJURY,15/10/2013 18:07,WHITE,MALE,UNKNOWN,59,35,35,DRY,CLEAR,TUESDAY,0,1,30.26150478,-97.77524246,1
NO,35,TRUE,NO CHARGES,13637790,POSSIBLE INJURY,18/10/2013 15:08,WHITE,MALE,NOT DAMAGED,39,35,35,DRY,CLOUDY,FRIDAY,0,1,30.24500478,-97.75138246,1
NO,20,FALSE,NO CHARGES,13640527,SUSPECTED MINOR INJURY,19/10/2013 01:25,WHITE,MALE,UNKNOWN,23,50,50,WET,RAIN,SATURDAY,0,1,,,1
NO,20,TRUE,NO CHARGES,13661206,POSSIBLE INJURY,21/10/2013 16:33,HISPANIC,FEMALE,UNKNOWN,20,45,45,DRY,CLEAR,MONDAY,0,1,30.29042477,-97.74134246,1
NO,20,TRUE,NO CHARGES,13656050,SUSPECTED MINOR INJURY,22/10/2013 10:45,ASIAN,FEMALE,UNKNOWN,20,35,35,DRY,CLEAR,TUESDAY,0,1,30.30392477,-97.71776247,1
NO,35,FALSE,NO CHARGES,13650511,POSSIBLE INJURY,23/10/2013 08:52,HISPANIC,MALE,UNKNOWN,35,45,45,DRY,CLEAR,WEDNESDAY,0,1,30.44034535,-97.69826835,1
NO,45,TRUE,NO CHARGES,13650522,SUSPECTED SERIOUS INJURY,23/10/2013 18:03,WHITE,MALE,DAMAGED,45,55,55,DRY,CLEAR,WEDNESDAY,0,1,30.32764678,-97.81113625,1
NO,30,FALSE,NO CHARGES,13656253,POSSIBLE INJURY,24/10/2013 13:33,WHITE,MALE,UNKNOWN,31,40,40,DRY,CLEAR,THURSDAY,0,1,30.22103192,-97.76041854,1
NO,40,FALSE,NO CHARGES,13553957,SUSPECTED MINOR INJURY,25/10/2013 23:02,HISPANIC,MALE,UNKNOWN,43,35,35,DRY,CLEAR,FRIDAY,0,1,,,1
NO,15,TRUE,NO CHARGES,13656038,SUSPECTED MINOR INJURY,25/10/2013 22:29,HISPANIC,MALE,UNKNOWN,18,45,45,DRY,CLEAR,FRIDAY,0,1,30.43263196,-97.65301639,3
NO,35,FALSE,NO CHARGES,13715607,POSSIBLE INJURY,27/10/2013 19:14,BLACK,MALE,UNKNOWN,35,35,35,DRY,CLEAR,SUNDAY,0,1,30.26970975,-97.69291726,4
NO,25,TRUE,NO CHARGES,13529181,SUSPECTED MINOR INJURY,29/10/2013 12:10,WHITE,MALE,NOT DAMAGED,26,30,30,DRY,CLEAR,TUESDAY,0,1,30.29541477,-97.74278246,1
NO,20,TRUE,NO CHARGES,13529251,SUSPECTED MINOR INJURY,31/10/2013 16:20,WHITE,MALE,UNKNOWN,23,45,45,DRY,CLEAR,THURSDAY,0,1,30.31576477,-97.74248246,1
NO,20,FALSE,NO CHARGES,13537694,SUSPECTED MINOR INJURY,31/10/2013 18:00,WHITE,FEMALE,UNKNOWN,24,30,30,DRY,CLEAR,THURSDAY,0,1,30.25556148,-97.70199275,1
NO,30,TRUE,NO CHARGES,13529180,POSSIBLE INJURY,01/11/2013 19:09,WHITE,FEMALE,UNKNOWN,32,35,35,DRY,CLEAR,FRIDAY,0,1,30.24433908,-97.78131563,1
NO,25,TRUE,NO CHARGES,13656171,SUSPECTED MINOR INJURY,01/11/2013 15:15,WHITE,FEMALE,UNKNOWN,29,0,0,DRY,CLEAR,FRIDAY,0,1,30.30197477,-97.73865246,2
